Provider_ID,Name,Type,Address,City,Contact,Receiver_ID,Food_ID,Food_Name,Quantity,Expiry_Date,Provider_Type,Location,Food_Type,Meal_Type,Claim_ID,Status,Timestamp
,Veronica Adams,Individual,,Natalieside,385-712-3680,871.0,,,,,,,,,,,
,Lori Peters,Individual,,Annaborough,652-605-7691,872.0,,,,,,,,,,,
,Darius Reid,Charity,,Port Philipmouth,306-939-5162,873.0,,,,,,,,,,,
,Danny Brown,Individual,,East Shirley,122-807-9605,874.0,,,,,,,,,,,
,Scott Smith,Individual,,New Donnahaven,376-965-5711,875.0,,,,,,,,,,,
,Jeremy Robinson,NGO,,Jamesview,983-229-7777,876.0,,,,,,,,,,,
,Jeffrey Stafford,Shelter,,North Nicholasborough,602-468-7969,877.0,,,,,,,,,,,
,Cory Johnson,NGO,,Port Robertmouth,944-311-5766,878.0,,,,,,,,,,,
,Bridget Hill,Charity,,South Emily,652-331-6437,879.0,,,,,,,,,,,
,Kristen Foster,Shelter,,North Ricardo,749-252-8592,880.0,,,,,,,,,,,
,Alan Riley,NGO,,Tylermouth,620-212-0274,881.0,,,,,,,,,,,
,Steven Shaffer,Shelter,,Rodneyport,799-793-9460,882.0,,,,,,,,,,,
,Aaron Rios,NGO,,New Jeffreyhaven,948-598-1093,883.0,,,,,,,,,,,
,Mary Evans,Shelter,,North Josephmouth,248-457-5683,884.0,,,,,,,,,,,
,James Hardin,Individual,,East Robert,035-681-3982,885.0,,,,,,,,,,,
,Amber Cruz,Shelter,,Allenborough,073-173-4206,886.0,,,,,,,,,,,
,Jean Woods,Shelter,,Fernandezchester,468-304-8077,887.0,,,,,,,,,,,
,Matthew Davis,Charity,,Birdview,136-747-5533,888.0,,,,,,,,,,,
,Holly Aguilar,NGO,,West Sara,799-506-2068,889.0,,,,,,,,,,,
,Joseph Whitaker,NGO,,Jamesborough,059-271-8576,890.0,,,,,,,,,,,
,Thomas Myers,Shelter,,North Haleyhaven,579-856-5722,891.0,,,,,,,,,,,
,Brian Hardy,NGO,,Lake Williamhaven,275-426-7155,892.0,,,,,,,,,,,
,Carrie Hess,Charity,,Jarvisshire,067-967-3188,893.0,,,,,,,,,,,
,Tammy Fletcher,Charity,,New Adrian,219-550-2711,894.0,,,,,,,,,,,
,Ms. Deborah Campos,Individual,,West Barry,579-948-5058,895.0,,,,,,,,,,,
,Jennifer Smith,Shelter,,Josephton,179-728-0744,896.0,,,,,,,,,,,
,Shelby Rice,Shelter,,New Loriberg,702-112-7474,897.0,,,,,,,,,,,
,Emily Ramos,Shelter,,East Michaelview,795-719-7362,898.0,,,,,,,,,,,
,Rachel Pena,NGO,,Grossport,668-593-5836,899.0,,,,,,,,,,,
,Hannah Reynolds,Charity,,East Kevinberg,053-307-7836,900.0,,,,,,,,,,,
,Donald Caldwell,Shelter,,Dawsonberg,712-217-6177,901.0,,,,,,,,,,,
,Michelle Riley,NGO,,New Juliaton,979-466-8873,902.0,,,,,,,,,,,
,Cindy Robinson DDS,Shelter,,Franklinview,418-623-9588,903.0,,,,,,,,,,,
,Amanda Kline,Shelter,,East Travis,376-320-4275,904.0,,,,,,,,,,,
,Ann Odonnell,Charity,,East Michael,576-602-9567,905.0,,,,,,,,,,,
,Christopher Gonzalez,Shelter,,Payneland,241-299-9765,906.0,,,,,,,,,,,
,Jamie Jenkins,NGO,,New Melanie,903-952-8783,907.0,,,,,,,,,,,
,Abigail Crawford,NGO,,Lake Shawn,010-152-8668,908.0,,,,,,,,,,,
,Matthew Cordova,NGO,,Rubioborough,989-440-9730,909.0,,,,,,,,,,,
,Tina Donaldson,Shelter,,Lake Brandibury,736-446-4714,910.0,,,,,,,,,,,
,Devon Martinez,Individual,,Jessicaland,258-246-9860,911.0,,,,,,,,,,,
,Katelyn Proctor,Charity,,Williamsborough,717-461-8101,912.0,,,,,,,,,,,
,Jeffrey Jones,NGO,,Kennethmouth,297-229-2136,913.0,,,,,,,,,,,
,Jeffrey Walker,Individual,,Woodardview,028-472-1603,914.0,,,,,,,,,,,
,Deborah Garza,Shelter,,South Alanville,695-589-2656,915.0,,,,,,,,,,,
,Lindsey Mathis,Shelter,,Ianland,816-558-5061,916.0,,,,,,,,,,,
,Michael Townsend,Shelter,,East Kevin,385-023-3851,917.0,,,,,,,,,,,
,Katrina Cruz,Charity,,Jenkinsfurt,156-168-8772,918.0,,,,,,,,,,,
,Sarah Brown,Shelter,,North Christina,807-367-9899,919.0,,,,,,,,,,,
,Gregory Rodriguez,Charity,,West Davidview,671-667-1616,920.0,,,,,,,,,,,
,Kelly Walls,Individual,,Lake Victoriaton,857-517-5280,921.0,,,,,,,,,,,
,Savannah Holland,Individual,,Kelleystad,487-688-7575,922.0,,,,,,,,,,,
,Victor Diaz,Shelter,,Darinview,923-047-0922,923.0,,,,,,,,,,,
,Sarah Roberts,Shelter,,North Janetland,593-188-9757,924.0,,,,,,,,,,,
,Cassidy Davis,Individual,,West Donaldmouth,815-359-4471,925.0,,,,,,,,,,,
,Kimberly Ware,Individual,,East Sheriton,078-266-0266,926.0,,,,,,,,,,,
,Mary Escobar,Individual,,Gloriaview,636-846-9153,927.0,,,,,,,,,,,
,Barbara Richards,Charity,,Carlostown,193-655-1761,928.0,,,,,,,,,,,
,Donna Terry,Charity,,Mathistown,104-858-7570,929.0,,,,,,,,,,,
,Joseph Smith,Shelter,,Dunnbury,909-913-1799,930.0,,,,,,,,,,,
,Rhonda Lewis,Individual,,South Michael,112-542-6821,931.0,,,,,,,,,,,
,Justin Stevens,Charity,,South Mary,511-371-9827,932.0,,,,,,,,,,,
,Jodi Lee,NGO,,West Paulfort,351-796-2649,933.0,,,,,,,,,,,
,Dr. Wendy Terrell,Charity,,Erikashire,566-236-8791,934.0,,,,,,,,,,,
,John Harris,NGO,,Riverafort,450-294-5697,935.0,,,,,,,,,,,
,Jacob Horton,NGO,,Port Douglasland,452-830-4031,936.0,,,,,,,,,,,
,Mark Ward,NGO,,Port Jonathanton,038-431-1430,937.0,,,,,,,,,,,
,Matthew Thornton,NGO,,Hayesfort,108-406-9823,938.0,,,,,,,,,,,
,Chad Vaughn,Charity,,Lake Brandonborough,929-773-6531,939.0,,,,,,,,,,,
,Lynn Lucas,Charity,,Elizabethberg,689-129-0146,940.0,,,,,,,,,,,
,Jessica Boyd,NGO,,South Heather,410-562-6844,941.0,,,,,,,,,,,
,Earl Hess,Charity,,Rodneyborough,009-175-1556,942.0,,,,,,,,,,,
,Rebecca Lucas,Charity,,New Jessicabury,463-873-3399,943.0,,,,,,,,,,,
,Sharon Wood,Charity,,New Melindashire,528-217-6863,944.0,,,,,,,,,,,
,Alex Leon,Individual,,Caitlynhaven,406-305-5873,945.0,,,,,,,,,,,
,Taylor Mann,Charity,,North Lawrence,748-253-4468,946.0,,,,,,,,,,,
,Debra Webster,Charity,,East Debramouth,190-531-3757,947.0,,,,,,,,,,,
,Thomas Castaneda,NGO,,West Ashleymouth,044-729-4296,948.0,,,,,,,,,,,
,Allison Pennington,Individual,,North Lydiaberg,586-713-6798,949.0,,,,,,,,,,,
,Caitlin Bennett,NGO,,Delacruzborough,503-132-9588,950.0,,,,,,,,,,,
,Brittany Mcclain,Individual,,Robertville,362-093-7533,951.0,,,,,,,,,,,
,Sarah Morgan,Charity,,Gilbertfurt,630-809-8000,952.0,,,,,,,,,,,
,Tina Anderson,Charity,,Port Jonathanhaven,102-168-5649,953.0,,,,,,,,,,,
,Mark Russell,NGO,,Nathanstad,381-175-3680,954.0,,,,,,,,,,,
,Christopher Wong,Charity,,Jacquelineshire,745-135-7397,955.0,,,,,,,,,,,
,Jacqueline Fernandez,Charity,,Kennethside,128-522-8213,956.0,,,,,,,,,,,
,Angela Hall,Charity,,Greenville,257-624-3615,957.0,,,,,,,,,,,
,Scott Brown,Individual,,Oneillland,487-571-7987,958.0,,,,,,,,,,,
,Samantha Gomez,Charity,,Suzanneton,585-340-9912,959.0,,,,,,,,,,,
,Jason Hughes,Shelter,,Myerstown,703-950-0955,960.0,,,,,,,,,,,
,Tyler Gray,NGO,,West Dustinberg,374-850-8848,961.0,,,,,,,,,,,
,Donald Anderson,Shelter,,North Stephanieborough,951-188-8539,962.0,,,,,,,,,,,
,Victor Ward,NGO,,Johnhaven,482-026-3385,963.0,,,,,,,,,,,
,Donald Moore,Individual,,Davisfort,648-768-9906,964.0,,,,,,,,,,,
,Ashley Silva,NGO,,Port Thomas,483-123-8350,965.0,,,,,,,,,,,
,Sheila Lang,NGO,,Lake Larryborough,585-286-2289,966.0,,,,,,,,,,,
,Samantha Sherman,Individual,,Port Cindyberg,767-483-7772,967.0,,,,,,,,,,,
,Mr. Joseph Herring,Individual,,Mariefurt,839-044-2094,968.0,,,,,,,,,,,
,Leon Foster,NGO,,Bennettton,198-936-9076,969.0,,,,,,,,,,,
,Brandon Rice,Shelter,,South Benjamin,563-122-2255,970.0,,,,,,,,,,,
,Teresa Estrada,Individual,,Mayburgh,320-778-4104,971.0,,,,,,,,,,,
,Patricia Joseph,Individual,,Lauraport,766-964-3169,972.0,,,,,,,,,,,
,Brian Johnson,NGO,,Patrickfort,795-501-9929,973.0,,,,,,,,,,,
,Mark Miller,NGO,,North Joshua,361-115-4694,974.0,,,,,,,,,,,
,Danielle Bullock,Individual,,Amandafurt,539-476-2056,975.0,,,,,,,,,,,
,Tammy Patrick,Individual,,Clarkton,552-901-4817,976.0,,,,,,,,,,,
,Pamela Scott,Charity,,South Paul,310-642-0442,977.0,,,,,,,,,,,
,Adam Evans,Individual,,Lake Sonya,800-674-4415,978.0,,,,,,,,,,,
,Rebecca Wright,Charity,,Teresastad,387-441-0419,979.0,,,,,,,,,,,
,Elizabeth Fisher,Shelter,,Carrborough,083-776-9550,980.0,,,,,,,,,,,
,Dawn Jennings,Shelter,,Port Cody,596-512-5392,981.0,,,,,,,,,,,
,Thomas Villanueva,NGO,,Gutierrezmouth,338-603-9644,982.0,,,,,,,,,,,
,Joanna Black,NGO,,North Jacobhaven,781-950-5825,983.0,,,,,,,,,,,
,Steve Kirby,Charity,,Travishaven,587-115-9256,984.0,,,,,,,,,,,
,Thomas Sanchez,NGO,,Rodneyfurt,592-107-2512,985.0,,,,,,,,,,,
,Rita Kane,Shelter,,South Jamie,347-306-2056,986.0,,,,,,,,,,,
,Becky Smith,Shelter,,East Renee,790-708-7489,987.0,,,,,,,,,,,
,Kristi Rodriguez,Charity,,Nielsenberg,454-090-8379,988.0,,,,,,,,,,,
,Timothy Bradshaw,Individual,,North Laura,451-260-5312,989.0,,,,,,,,,,,
,Patricia Hardy,Shelter,,Thomasport,735-320-3467,990.0,,,,,,,,,,,
,Lindsey Wagner,Shelter,,Jessicaburgh,401-052-7584,991.0,,,,,,,,,,,
,James Curry,Individual,,Port Johnside,043-899-9392,992.0,,,,,,,,,,,
,Alexis Hayes,Shelter,,Matthewmouth,120-534-6473,993.0,,,,,,,,,,,
,Angelica Simmons,NGO,,Port Kellifort,902-942-8232,994.0,,,,,,,,,,,
,Brittany Taylor,Individual,,Andrewsport,687-106-4981,995.0,,,,,,,,,,,
,Matthew Curtis,Shelter,,Lanechester,894-442-1289,996.0,,,,,,,,,,,
,Amanda Cain,NGO,,New Steven,915-601-5316,997.0,,,,,,,,,,,
,Theodore Briggs,Individual,,South Sandra,099-442-5031,998.0,,,,,,,,,,,
,Cheyenne Ramsey,NGO,,Lake Jeffery,048-161-5300,999.0,,,,,,,,,,,
,April Miller,Shelter,,Shelbychester,326-522-3999,1000.0,,,,,,,,,,,
110.0,,,,,,,1.0,Bread,43.0,2025-03-17,Grocery Store,South Kellyville,Non-Vegetarian,Breakfast,,,
791.0,,,,,,,2.0,Soup,22.0,2025-03-24,Grocery Store,West James,Non-Vegetarian,Dinner,,,
478.0,,,,,,,3.0,Fruits,46.0,2025-03-28,Catering Service,Lake Regina,Vegan,Breakfast,,,
930.0,,,,,,,4.0,Fruits,15.0,2025-03-16,Restaurant,Kellytown,Vegan,Lunch,,,
279.0,,,,,,,5.0,Soup,14.0,2025-03-19,Restaurant,Garciaport,Vegan,Dinner,,,
378.0,,,,,,,6.0,Vegetables,4.0,2025-03-24,Supermarket,South Johnshire,Vegan,Snacks,,,
268.0,,,,,,,7.0,Dairy,29.0,2025-03-25,Grocery Store,Nolanmouth,Vegan,Dinner,,,
343.0,,,,,,,8.0,Rice,49.0,2025-03-28,Catering Service,South Christopherborough,Vegetarian,Lunch,,,
47.0,,,,,,,9.0,Bread,46.0,2025-03-25,Supermarket,East Andrewland,Non-Vegetarian,Snacks,,,
528.0,,,,,,,10.0,Rice,41.0,2025-03-20,Supermarket,Markport,Vegan,Dinner,,,
96.0,,,,,,,11.0,Pasta,39.0,2025-03-17,Grocery Store,Deborahland,Vegan,Breakfast,,,
899.0,,,,,,,12.0,Pasta,15.0,2025-03-28,Catering Service,North Steven,Vegetarian,Lunch,,,
115.0,,,,,,,13.0,Fruits,33.0,2025-03-22,Grocery Store,Floresville,Vegetarian,Snacks,,,
621.0,,,,,,,14.0,Bread,19.0,2025-03-30,Supermarket,Sarahland,Vegetarian,Dinner,,,
74.0,,,,,,,15.0,Salad,3.0,2025-03-22,Catering Service,Belindaville,Vegetarian,Breakfast,,,
862.0,,,,,,,16.0,Dairy,6.0,2025-03-26,Grocery Store,East Tammy,Vegan,Snacks,,,
417.0,,,,,,,17.0,Chicken,42.0,2025-03-22,Restaurant,East Ashleyshire,Non-Vegetarian,Snacks,,,
455.0,,,,,,,18.0,Soup,28.0,2025-03-27,Catering Service,Madisonfort,Vegan,Snacks,,,
419.0,,,,,,,19.0,Rice,13.0,2025-03-30,Supermarket,Port Peter,Vegan,Breakfast,,,
306.0,,,,,,,20.0,Pasta,41.0,2025-03-17,Catering Service,North Keith,Non-Vegetarian,Snacks,,,
277.0,,,,,,,21.0,Rice,38.0,2025-03-26,Catering Service,West Aliciabury,Vegan,Dinner,,,
892.0,,,,,,,22.0,Chicken,46.0,2025-03-21,Grocery Store,Russellfurt,Vegan,Snacks,,,
1.0,,,,,,,23.0,Salad,43.0,2025-03-26,Supermarket,New Jessica,Vegan,Dinner,,,
897.0,,,,,,,24.0,Bread,20.0,2025-03-30,Catering Service,Villastad,Non-Vegetarian,Lunch,,,
898.0,,,,,,,25.0,Rice,48.0,2025-03-22,Restaurant,Medinatown,Vegan,Breakfast,,,
95.0,,,,,,,26.0,Vegetables,34.0,2025-03-27,Supermarket,Christinaland,Vegan,Dinner,,,
262.0,,,,,,,27.0,Salad,12.0,2025-03-23,Supermarket,New Carol,Vegan,Breakfast,,,
606.0,,,,,,,28.0,Chicken,5.0,2025-03-22,Grocery Store,North Nathan,Vegan,Dinner,,,
196.0,,,,,,,29.0,Bread,18.0,2025-03-19,Restaurant,Bartonborough,Vegan,Lunch,,,
616.0,,,,,,,30.0,Soup,4.0,2025-03-16,Restaurant,Clarkberg,Vegetarian,Dinner,,,
535.0,,,,,,,31.0,Bread,42.0,2025-03-22,Grocery Store,Valdezborough,Non-Vegetarian,Snacks,,,
611.0,,,,,,,32.0,Rice,27.0,2025-03-21,Supermarket,Port Kendraborough,Non-Vegetarian,Lunch,,,
798.0,,,,,,,33.0,Salad,9.0,2025-03-27,Grocery Store,North Amanda,Vegetarian,Breakfast,,,
396.0,,,,,,,34.0,Bread,3.0,2025-03-30,Catering Service,Heatherside,Vegan,Breakfast,,,
108.0,,,,,,,35.0,Rice,6.0,2025-03-23,Supermarket,East Austin,Vegan,Breakfast,,,
1.0,,,,,,,36.0,Rice,35.0,2025-03-20,Supermarket,New Jessica,Vegan,Breakfast,,,
389.0,,,,,,,37.0,Fish,19.0,2025-03-20,Grocery Store,Davidborough,Non-Vegetarian,Dinner,,,
440.0,,,,,,,38.0,Bread,48.0,2025-03-22,Grocery Store,Elliottberg,Vegetarian,Snacks,,,
758.0,,,,,,,39.0,Bread,48.0,2025-03-22,Catering Service,Port Patrick,Non-Vegetarian,Breakfast,,,
965.0,,,,,,,40.0,Fruits,12.0,2025-03-27,Restaurant,Port Bryce,Vegetarian,Breakfast,,,
450.0,,,,,,,41.0,Chicken,14.0,2025-03-27,Catering Service,Grahamside,Vegetarian,Dinner,,,
179.0,,,,,,,42.0,Rice,50.0,2025-03-16,Supermarket,North Michelle,Vegan,Lunch,,,
29.0,,,,,,,43.0,Pasta,44.0,2025-03-22,Grocery Store,Patrickmouth,Vegan,Lunch,,,
290.0,,,,,,,44.0,Bread,39.0,2025-03-22,Supermarket,Bradleyport,Vegan,Snacks,,,
874.0,,,,,,,45.0,Fish,17.0,2025-03-24,Catering Service,Priceland,Non-Vegetarian,Lunch,,,
576.0,,,,,,,46.0,Pasta,25.0,2025-03-28,Catering Service,East Emilyburgh,Vegetarian,Breakfast,,,
420.0,,,,,,,47.0,Salad,3.0,2025-03-17,Catering Service,Anthonyton,Vegan,Snacks,,,
150.0,,,,,,,48.0,Rice,30.0,2025-03-16,Grocery Store,North Jamesberg,Vegan,Breakfast,,,
700.0,,,,,,,49.0,Fish,41.0,2025-03-17,Supermarket,Morriston,Non-Vegetarian,Dinner,,,
514.0,,,,,,,50.0,Salad,28.0,2025-03-23,Supermarket,Maxwellburgh,Vegetarian,Dinner,,,
828.0,,,,,,,51.0,Dairy,14.0,2025-03-27,Catering Service,Torresshire,Vegetarian,Snacks,,,
460.0,,,,,,,52.0,Vegetables,23.0,2025-03-29,Grocery Store,Lake Justin,Non-Vegetarian,Snacks,,,
174.0,,,,,,,53.0,Fruits,13.0,2025-03-16,Grocery Store,North Carolfurt,Vegetarian,Lunch,,,
368.0,,,,,,,54.0,Soup,15.0,2025-03-17,Grocery Store,North Lindseychester,Non-Vegetarian,Snacks,,,
967.0,,,,,,,55.0,Vegetables,19.0,2025-03-17,Grocery Store,Coleburgh,Vegetarian,Breakfast,,,
125.0,,,,,,,56.0,Vegetables,9.0,2025-03-23,Supermarket,Lake April,Non-Vegetarian,Lunch,,,
977.0,,,,,,,57.0,Chicken,23.0,2025-03-17,Restaurant,South Jessicachester,Vegan,Dinner,,,
270.0,,,,,,,58.0,Pasta,39.0,2025-03-28,Catering Service,Cunninghambury,Vegan,Lunch,,,
251.0,,,,,,,59.0,Vegetables,38.0,2025-03-22,Restaurant,East Terrancemouth,Vegan,Snacks,,,
153.0,,,,,,,60.0,Pasta,49.0,2025-03-28,Restaurant,Hawkinsmouth,Non-Vegetarian,Breakfast,,,
243.0,,,,,,,61.0,Fruits,33.0,2025-03-22,Catering Service,West Catherine,Vegetarian,Lunch,,,
520.0,,,,,,,62.0,Rice,21.0,2025-03-21,Catering Service,Port Andre,Non-Vegetarian,Breakfast,,,
335.0,,,,,,,63.0,Salad,6.0,2025-03-20,Grocery Store,North Gary,Vegetarian,Dinner,,,
678.0,,,,,,,64.0,Soup,41.0,2025-03-26,Grocery Store,Lake Travis,Non-Vegetarian,Dinner,,,
602.0,,,,,,,65.0,Fruits,45.0,2025-03-26,Grocery Store,North Destiny,Non-Vegetarian,Breakfast,,,
577.0,,,,,,,66.0,Fish,6.0,2025-03-22,Catering Service,Lake Donna,Non-Vegetarian,Breakfast,,,
455.0,,,,,,,67.0,Rice,50.0,2025-03-24,Catering Service,Madisonfort,Vegan,Breakfast,,,
113.0,,,,,,,68.0,Rice,15.0,2025-03-25,Catering Service,East Elizabethberg,Vegetarian,Snacks,,,
504.0,,,,,,,69.0,Bread,47.0,2025-03-16,Catering Service,Gaineschester,Vegetarian,Snacks,,,
313.0,,,,,,,70.0,Rice,7.0,2025-03-16,Supermarket,Boylechester,Vegetarian,Lunch,,,
750.0,,,,,,,71.0,Fish,45.0,2025-03-19,Supermarket,Michaelton,Vegetarian,Lunch,,,
293.0,,,,,,,72.0,Dairy,11.0,2025-03-24,Catering Service,Joneshaven,Vegan,Dinner,,,
485.0,,,,,,,73.0,Soup,48.0,2025-03-19,Restaurant,East Andrea,Vegan,Breakfast,,,
387.0,,,,,,,74.0,Chicken,12.0,2025-03-29,Grocery Store,West Juliabury,Non-Vegetarian,Breakfast,,,
389.0,,,,,,,75.0,Bread,35.0,2025-03-24,Grocery Store,Davidborough,Vegetarian,Dinner,,,
905.0,,,,,,,76.0,Pasta,40.0,2025-03-16,Restaurant,North Kennethshire,Vegan,Lunch,,,
890.0,,,,,,,77.0,Rice,4.0,2025-03-19,Restaurant,Pereztown,Vegetarian,Lunch,,,
913.0,,,,,,,78.0,Chicken,1.0,2025-03-23,Grocery Store,Erikatown,Non-Vegetarian,Dinner,,,
100.0,,,,,,,79.0,Rice,25.0,2025-03-19,Catering Service,Mooreview,Vegan,Breakfast,,,
434.0,,,,,,,80.0,Dairy,36.0,2025-03-29,Restaurant,Nicoletown,Vegetarian,Breakfast,,,
848.0,,,,,,,81.0,Fruits,33.0,2025-03-18,Supermarket,Fowlerbury,Vegetarian,Snacks,,,
631.0,,,,,,,82.0,Vegetables,26.0,2025-03-23,Supermarket,North Kevinhaven,Non-Vegetarian,Snacks,,,
312.0,,,,,,,83.0,Rice,44.0,2025-03-28,Restaurant,North Ianbury,Vegetarian,Dinner,,,
967.0,,,,,,,84.0,Rice,25.0,2025-03-23,Grocery Store,Coleburgh,Vegan,Snacks,,,
554.0,,,,,,,85.0,Pasta,28.0,2025-03-16,Restaurant,Brandyberg,Vegan,Lunch,,,
288.0,,,,,,,86.0,Soup,13.0,2025-03-30,Supermarket,Maynardstad,Vegetarian,Dinner,,,
34.0,,,,,,,87.0,Salad,37.0,2025-03-28,Grocery Store,North Garybury,Vegan,Breakfast,,,
491.0,,,,,,,88.0,Vegetables,22.0,2025-03-21,Supermarket,Samanthabury,Non-Vegetarian,Dinner,,,
844.0,,,,,,,89.0,Chicken,3.0,2025-03-27,Grocery Store,Olsenstad,Vegan,Lunch,,,
477.0,,,,,,,90.0,Bread,29.0,2025-03-23,Supermarket,East Jacobchester,Vegan,Breakfast,,,
275.0,,,,,,,91.0,Vegetables,9.0,2025-03-22,Supermarket,Brittanyport,Vegetarian,Breakfast,,,
752.0,,,,,,,92.0,Chicken,42.0,2025-03-20,Grocery Store,East Heatherport,Vegetarian,Breakfast,,,
264.0,,,,,,,93.0,Salad,49.0,2025-03-20,Catering Service,New Richard,Vegetarian,Lunch,,,
722.0,,,,,,,94.0,Rice,35.0,2025-03-16,Restaurant,Linchester,Vegetarian,Lunch,,,
120.0,,,,,,,95.0,Pasta,19.0,2025-03-24,Restaurant,New Lisa,Vegan,Snacks,,,
656.0,,,,,,,96.0,Dairy,5.0,2025-03-25,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,,,
346.0,,,,,,,97.0,Rice,44.0,2025-03-21,Grocery Store,Thomasville,Vegetarian,Dinner,,,
632.0,,,,,,,98.0,Salad,26.0,2025-03-29,Supermarket,Davidville,Vegetarian,Breakfast,,,
162.0,,,,,,,99.0,Bread,8.0,2025-03-28,Restaurant,Penabury,Non-Vegetarian,Dinner,,,
647.0,,,,,,,100.0,Vegetables,22.0,2025-03-18,Restaurant,West Kara,Vegan,Breakfast,,,
538.0,,,,,,,101.0,Dairy,35.0,2025-03-23,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,,,
584.0,,,,,,,102.0,Rice,35.0,2025-03-19,Supermarket,Moralesside,Vegetarian,Snacks,,,
391.0,,,,,,,103.0,Bread,35.0,2025-03-30,Supermarket,South Jerryside,Non-Vegetarian,Snacks,,,
468.0,,,,,,,104.0,Dairy,3.0,2025-03-29,Supermarket,East Johnburgh,Non-Vegetarian,Dinner,,,
698.0,,,,,,,105.0,Rice,2.0,2025-03-24,Grocery Store,Phillipsmouth,Non-Vegetarian,Breakfast,,,
253.0,,,,,,,106.0,Rice,31.0,2025-03-19,Catering Service,Sharonton,Vegetarian,Breakfast,,,
464.0,,,,,,,107.0,Salad,29.0,2025-03-25,Catering Service,Port Jacob,Vegetarian,Breakfast,,,
835.0,,,,,,,108.0,Fruits,22.0,2025-03-25,Catering Service,Thorntonbury,Non-Vegetarian,Snacks,,,
998.0,,,,,,,109.0,Fruits,7.0,2025-03-24,Grocery Store,Joshuastad,Vegan,Dinner,,,
354.0,,,,,,,110.0,Salad,49.0,2025-03-17,Catering Service,South Alicia,Vegan,Dinner,,,
904.0,,,,,,,111.0,Soup,13.0,2025-03-17,Grocery Store,West Miaside,Vegetarian,Snacks,,,
308.0,,,,,,,112.0,Chicken,32.0,2025-03-25,Catering Service,Brittanyside,Vegetarian,Lunch,,,
623.0,,,,,,,113.0,Soup,14.0,2025-03-16,Supermarket,Latoyaberg,Vegetarian,Breakfast,,,
906.0,,,,,,,114.0,Vegetables,28.0,2025-03-27,Supermarket,West Kevin,Vegan,Breakfast,,,
963.0,,,,,,,115.0,Pasta,8.0,2025-03-26,Supermarket,East Bernard,Vegan,Lunch,,,
570.0,,,,,,,116.0,Soup,32.0,2025-03-23,Supermarket,Lake Vanessa,Vegetarian,Lunch,,,
530.0,,,,,,,117.0,Soup,32.0,2025-03-21,Catering Service,Johnstonhaven,Non-Vegetarian,Snacks,,,
863.0,,,,,,,118.0,Dairy,42.0,2025-03-28,Restaurant,Port Michael,Vegan,Lunch,,,
135.0,,,,,,,119.0,Bread,49.0,2025-03-28,Catering Service,East Candace,Non-Vegetarian,Breakfast,,,
785.0,,,,,,,120.0,Rice,30.0,2025-03-18,Catering Service,Lindseybury,Vegan,Lunch,,,
314.0,,,,,,,121.0,Vegetables,16.0,2025-03-30,Restaurant,Rodriguezfurt,Non-Vegetarian,Dinner,,,
846.0,,,,,,,122.0,Fruits,7.0,2025-03-20,Supermarket,South Thomasville,Vegan,Snacks,,,
148.0,,,,,,,123.0,Soup,11.0,2025-03-25,Grocery Store,Annahaven,Vegetarian,Lunch,,,
909.0,,,,,,,124.0,Salad,50.0,2025-03-19,Restaurant,Sheilaburgh,Vegetarian,Snacks,,,
982.0,,,,,,,125.0,Rice,21.0,2025-03-17,Grocery Store,Westbury,Vegan,Dinner,,,
54.0,,,,,,,126.0,Dairy,27.0,2025-03-18,Supermarket,Lake Rachael,Vegan,Lunch,,,
763.0,,,,,,,127.0,Rice,48.0,2025-03-30,Restaurant,Josephburgh,Vegan,Snacks,,,
235.0,,,,,,,128.0,Rice,39.0,2025-03-22,Catering Service,Gutierrezshire,Vegetarian,Snacks,,,
798.0,,,,,,,129.0,Chicken,26.0,2025-03-21,Grocery Store,North Amanda,Vegan,Dinner,,,
997.0,,,,,,,130.0,Vegetables,47.0,2025-03-29,Catering Service,East Rossside,Vegan,Breakfast,,,
241.0,,,,,,,131.0,Fish,16.0,2025-03-18,Catering Service,Devinmouth,Vegan,Dinner,,,
840.0,,,,,,,132.0,Soup,20.0,2025-03-19,Restaurant,Cisnerostown,Non-Vegetarian,Snacks,,,
795.0,,,,,,,133.0,Rice,28.0,2025-03-19,Catering Service,Brownberg,Vegan,Lunch,,,
39.0,,,,,,,134.0,Rice,1.0,2025-03-16,Supermarket,Brittanyville,Vegan,Dinner,,,
980.0,,,,,,,135.0,Rice,44.0,2025-03-23,Restaurant,Port Melissa,Vegan,Lunch,,,
723.0,,,,,,,136.0,Bread,29.0,2025-03-17,Supermarket,Jessicaland,Vegan,Dinner,,,
87.0,,,,,,,137.0,Pasta,29.0,2025-03-19,Grocery Store,West Adam,Vegetarian,Snacks,,,
558.0,,,,,,,138.0,Soup,24.0,2025-03-18,Catering Service,North Sharonberg,Non-Vegetarian,Snacks,,,
446.0,,,,,,,139.0,Rice,3.0,2025-03-20,Catering Service,Port Richardshire,Vegetarian,Dinner,,,
967.0,,,,,,,140.0,Chicken,18.0,2025-03-16,Grocery Store,Coleburgh,Vegan,Dinner,,,
702.0,,,,,,,141.0,Dairy,33.0,2025-03-29,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch,,,
