Receiver_ID,Name,Type,City,Contact
975,Danielle Bullock,Individual,Amandafurt,539-476-2056
976,Tammy Patrick,Individual,Clarkton,552-901-4817
977,Pamela Scott,Charity,South Paul,310-642-0442
978,Adam Evans,Individual,Lake Sonya,800-674-4415
979,Rebecca Wright,Charity,Teresastad,387-441-0419
980,Elizabeth Fisher,Shelter,Carrborough,083-776-9550
981,Dawn Jennings,Shelter,Port Cody,596-512-5392
982,Thomas Villanueva,NGO,Gutierrezmouth,338-603-9644
983,Joanna Black,NGO,North Jacobhaven,781-950-5825
984,Steve Kirby,Charity,Travishaven,587-115-9256
985,Thomas Sanchez,NGO,Rodneyfurt,592-107-2512
986,Rita Kane,Shelter,South Jamie,347-306-2056
987,Becky Smith,Shelter,East Renee,790-708-7489
988,Kristi Rodriguez,Charity,Nielsenberg,454-090-8379
989,Timothy Bradshaw,Individual,North Laura,451-260-5312
990,Patricia Hardy,Shelter,Thomasport,735-320-3467
991,Lindsey Wagner,Shelter,Jessicaburgh,401-052-7584
992,James Curry,Individual,Port Johnside,043-899-9392
993,Alexis Hayes,Shelter,Matthewmouth,120-534-6473
994,Angelica Simmons,NGO,Port Kellifort,902-942-8232
995,Brittany Taylor,Individual,Andrewsport,687-106-4981
996,Matthew Curtis,Shelter,Lanechester,894-442-1289
997,Amanda Cain,NGO,New Steven,915-601-5316
998,Theodore Briggs,Individual,South Sandra,099-442-5031
999,Cheyenne Ramsey,NGO,Lake Jeffery,048-161-5300
1000,April Miller,Shelter,Shelbychester,326-522-3999
